0.000000,1000.000000,500.000000,10.000000
0.010000,989.955964,509.539320,10.504715
0.020000,979.825082,519.155909,11.019009
0.030000,969.610636,528.846408,11.542955
0.040000,959.316036,538.607336,12.076628
0.050000,948.944813,548.435092,12.620094
0.060000,938.500616,558.325963,13.173420
0.070000,927.987208,568.276126,13.736667
0.080000,917.408459,578.281650,14.309891 
0.090000,906.768344,588.338509,14.893147
0.100000,896.070935,598.442582,15.486483
0.110000,885.320398,608.589657,16.089945
0.120000,874.520981,618.775445,16.703574
0.130000,863.677014,628.995580,17.327405
0.140000,852.792900,639.245628,17.961473
0.150000,841.873105,649.521092,18.605803
0.160000,830.922155,659.817426,19.260419
0.170000,819.944627,670.130033,19.925340
0.180000,808.945140,680.454280,20.600580
0.190000,797.928350,690.785503,21.286147
0.200000,786.898937,701.119015,21.982048
0.210000,775.861606,711.450113,22.688281
0.220000,764.821068,721.774089,23.404843
0.230000,753.782041,732.086236,24.131722
0.240000,742.749237,742.381857,24.868907
0.250000,731.727353,752.656271,25.616376
0.260000,720.721068,762.904824,26.374108
0.270000,709.735031,773.122895,27.142073
0.280000,698.773854,783.305906,27.920240
0.290000,687.842104,793.449326,28.708570
0.300000,676.944296,803.548682,29.507023
0.310000,666.084886,813.599563,30.315551
0.320000,655.268264,823.597632,31.134104
0.330000,644.498745,833.538628,31.962627
0.340000,633.780564,843.418374,32.801062
0.350000,623.117871,853.232785,33.649344
0.360000,612.514721,862.977873,34.507406
0.370000,601.975072,872.649750,35.375178
0.380000,591.502778,882.244638,36.252584
0.390000,581.101584,891.758871,37.139545
0.400000,570.775122,901.188899,38.035979
0.410000,560.526904,910.531296,38.941800
0.420000,550.360323,919.782758,39.856918
0.430000,540.278645,928.940113,40.781242
0.440000,530.285007,938.000318,41.714675
0.450000,520.382414,946.960467,42.657119
0.460000,510.573739,955.817788,43.608472
0.470000,500.861718,964.569651,44.568631
0.480000,491.248949,973.213562,45.537489
0.490000,481.737892,981.747173,46.514936
0.500000,472.330866,990.168273,47.500861
0.510000,463.030051,998.474799,48.495150
0.520000,453.837486,1006.664825,49.497689
0.530000,444.755069,1014.736571,50.508359
0.540000,435.784560,1022.688398,51.527042
0.550000,426.927578,1030.518805,52.553617
0.560000,418.185605,1038.226434,53.587961
0.570000,409.559987,1045.810062,54.629952
0.580000,401.051933,1053.268603,55.679464
0.590000,392.662521,1060.601106,56.736373
0.600000,384.392698,1067.806750,57.800552
0.610000,376.243284,1074.884844,58.871873
0.620000,368.214969,1081.834822,59.950208
0.630000,360.308326,1088.656244,61.035431
0.640000,352.523802,1095.348788,62.127410
0.650000,344.861732,1101.912249,63.226019
0.660000,337.322335,1108.346538,64.331127
0.670000,329.905721,1114.651674,65.442605
0.680000,322.611892,1120.827783,66.560325
0.690000,315.440749,1126.875094,67.684157
0.700000,308.392092,1132.793936,68.813972
0.710000,301.465625,1138.584731,69.949643
0.720000,294.660963,1144.247995,71.091042
0.730000,287.977631,1149.784328,72.238041
0.740000,281.415069,1155.194417,73.390514
0.750000,274.972639,1160.479027,74.548335
0.760000,268.649625,1165.638997,75.711378
0.770000,262.445239,1170.675241,76.879520
0.780000,256.358625,1175.588737,78.052638
0.790000,250.388860,1180.380531,79.230609
0.800000,244.534963,1185.051725,80.413311
0.810000,238.795893,1189.603481,81.600626
0.820000,233.170556,1194.037010,82.792434
0.830000,227.657807,1198.353576,83.988617
0.840000,222.256455,1202.554485,85.189060
0.850000,216.965267,1206.641086,86.393647
0.860000,211.782967,1210.614769,87.602264
0.870000,206.708245,1214.476955,88.814800
0.880000,201.739755,1218.229101,90.031143
0.890000,196.876123,1221.872692,91.251185
0.900000,192.115946,1225.409236,92.474817
0.910000,187.457797,1228.840269,93.701934
0.920000,182.900227,1232.167344,94.932429
0.930000,178.441766,1235.392032,96.166201
0.940000,174.080932,1238.515920,97.403148
0.950000,169.816223,1241.540607,98.643169
0.960000,165.646131,1244.467702,99.886167
0.970000,161.569134,1247.298822,101.132044
0.980000,157.583705,1250.035589,102.380705
0.990000,153.688312,1252.679630,103.632057
1.000000,149.881419,1255.232572,104.886008
1.010000,146.161489,1257.696044,106.142468
1.020000,142.526984,1260.071669,107.401347
1.030000,138.976370,1262.361071,108.662559
1.040000,135.508117,1264.565865,109.926018
1.050000,132.120697,1266.687662,111.191641
1.060000,128.812592,1268.728062,112.459346
1.070000,125.582291,1270.688659,113.729051
1.080000,122.428290,1272.571032,115.000678
1.090000,119.349099,1274.376752,116.274149
